,Protein,ENSG,UniProt,Source,Score,disease_id
1807,ATF4,ENSG00000128272,P18848,uniprot_swissprot,0.014426392097184729,MONDO_0005180
1808,GJD2,ENSG00000159248,Q9UKL4,uniprot_swissprot,0.014413614332703372,MONDO_0005180
1809,NUS1,ENSG00000153989,Q96E22,uniprot_swissprot,0.01436452311612451,MONDO_0005180
1810,PSMC1,ENSG00000100764,P62191,uniprot_swissprot,0.014331485476106768,MONDO_0005180
1811,MLKL,ENSG00000168404,Q8NB16,uniprot_swissprot,0.014318755503334295,MONDO_0005180
1812,GAL,ENSG00000069482,P22466,uniprot_swissprot,0.014305820208420332,MONDO_0005180
1813,CHI3L1,ENSG00000133048,P36222,uniprot_swissprot,0.014289722783983771,MONDO_0005180
1814,USP40,ENSG00000085982,Q9NVE5,uniprot_swissprot,0.014277691075035995,MONDO_0005180
1815,VDAC1,ENSG00000213585,P21796,uniprot_swissprot,0.0141573902056108,MONDO_0005180
1816,FGF21,ENSG00000105550,Q9NSA1,uniprot_swissprot,0.014116314307259327,MONDO_0005180
1817,LGMN,ENSG00000100600,Q99538,uniprot_swissprot,0.014113433361842795,MONDO_0005180
1818,CHAT,ENSG00000070748,P28329,uniprot_swissprot,0.014090702405132645,MONDO_0005180
1819,TFF1,ENSG00000160182,P04155,uniprot_swissprot,0.01404403447801867,MONDO_0005180
1820,TMPO,ENSG00000120802,P42166,uniprot_swissprot,0.01402350226386952,MONDO_0005180
1821,TMPO,ENSG00000120802,P42167,uniprot_swissprot,0.01402350226386952,MONDO_0005180
1822,DPYSL3,ENSG00000113657,Q14195,uniprot_swissprot,0.014002970049720367,MONDO_0005180
1823,IL1A,ENSG00000115008,P01583,uniprot_swissprot,0.013999680370953884,MONDO_0005180
1824,SGK1,ENSG00000118515,O00141,uniprot_swissprot,0.013983886026174662,MONDO_0005180
1825,LIF,ENSG00000128342,P15018,uniprot_swissprot,0.013954308702186882,MONDO_0005180
1826,DAPK1,ENSG00000196730,P53355,uniprot_swissprot,0.013942570804245834,MONDO_0005180
1827,USP30,ENSG00000135093,Q70CQ3,uniprot_swissprot,0.013938027276557094,MONDO_0005180
1828,VGF,ENSG00000128564,O15240,uniprot_swissprot,0.013937437750708544,MONDO_0005180
1829,FKBP4,ENSG00000004478,Q02790,uniprot_swissprot,0.013920841193123767,MONDO_0005180
1830,NDFIP1,ENSG00000131507,Q9BT67,uniprot_swissprot,0.013920841193123767,MONDO_0005180
1831,ADA,ENSG00000196839,P00813,uniprot_swissprot,0.013902978166814007,MONDO_0005180
1832,RMDN3,ENSG00000137824,Q96TC7,uniprot_swissprot,0.013891480126890484,MONDO_0005180
1833,FOS,ENSG00000170345,P01100,uniprot_swissprot,0.013765889484424759,MONDO_0005180
1834,ATF6,ENSG00000118217,P18850,uniprot_swissprot,0.013762627912361209,MONDO_0005180
1835,BMAL1,ENSG00000133794,O00327,uniprot_swissprot,0.013719550529995498,MONDO_0005180
1836,SELENOS,ENSG00000131871,Q9BQE4,uniprot_swissprot,0.013700597812059498,MONDO_0005180
1837,MUL1,ENSG00000090432,Q969V5,uniprot_swissprot,0.013674454623333965,MONDO_0005180
1838,GSTA2,ENSG00000244067,P09210,uniprot_swissprot,0.013674454623333965,MONDO_0005180
1839,ADAM10,ENSG00000137845,O14672,uniprot_swissprot,0.013674454623333965,MONDO_0005180
1840,AGFG1,ENSG00000173744,P52594,uniprot_swissprot,0.013662343036466889,MONDO_0005180
1841,GAPDH,ENSG00000111640,P04406,uniprot_swissprot,0.013645424805149867,MONDO_0005180
1842,CCR2,ENSG00000121807,P41597,uniprot_swissprot,0.013640438424602492,MONDO_0005180
1843,KLF4,ENSG00000136826,O43474,uniprot_swissprot,0.013616621056189476,MONDO_0005180
1844,OXT,ENSG00000101405,P01178,uniprot_swissprot,0.013603526332736317,MONDO_0005180
1845,PGK1,ENSG00000102144,P00558,uniprot_swissprot,0.013587761573005164,MONDO_0005180
1846,ACO1,ENSG00000122729,P21399,uniprot_swissprot,0.013575858325731733,MONDO_0005180
1847,EN1,ENSG00000163064,Q05925,uniprot_swissprot,0.013539059282922872,MONDO_0005180
1848,GPR55,ENSG00000135898,Q9Y2T6,uniprot_swissprot,0.013454542039053214,MONDO_0005180
1849,PTBP1,ENSG00000011304,P26599,uniprot_swissprot,0.013439785493908023,MONDO_0005180
1850,PVALB,ENSG00000100362,P20472,uniprot_swissprot,0.013404547275765904,MONDO_0005180
1851,KL,ENSG00000133116,Q9UEF7,uniprot_swissprot,0.013395880897971077,MONDO_0005180
1852,SEPTIN4,ENSG00000108387,O43236,uniprot_swissprot,0.013359580548613392,MONDO_0005180
1853,GLRX,ENSG00000173221,P35754,uniprot_swissprot,0.013354829888854737,MONDO_0005180
1854,UBE2K,ENSG00000078140,P61086,uniprot_swissprot,0.013304874768649265,MONDO_0005180
1855,NMNAT3,ENSG00000163864,Q96T66,uniprot_swissprot,0.013304874768649264,MONDO_0005180
1856,CALHM2,ENSG00000138172,Q9HA72,uniprot_swissprot,0.013304874768649264,MONDO_0005180
1857,PCNA,ENSG00000132646,P12004,uniprot_swissprot,0.013302410902951367,MONDO_0005180
1858,NR1D1,ENSG00000126368,P20393,uniprot_swissprot,0.01329460866157469,MONDO_0005180
1859,XBP1,ENSG00000100219,P17861,uniprot_swissprot,0.013284342554500115,MONDO_0005180
1860,IFNG,ENSG00000111537,P01579,uniprot_swissprot,0.013270589624869867,MONDO_0005180
1861,PTPA,ENSG00000119383,Q15257,uniprot_swissprot,0.013242917823258976,MONDO_0005180
1862,RNF11,ENSG00000123091,Q9Y3C5,uniprot_swissprot,0.013239659847238999,MONDO_0005180
1863,POLG,ENSG00000140521,P54098,uniprot_swissprot,0.013234450781673164,MONDO_0005180
1864,TMEM106B,ENSG00000106460,Q9NUM4,uniprot_swissprot,0.01318709353236716,MONDO_0005180
1865,UBA52,ENSG00000221983,P62987,uniprot_swissprot,0.013181681483754362,MONDO_0005180
1866,RNF146,ENSG00000118518,Q9NTX7,uniprot_swissprot,0.013120084841306912,MONDO_0005180
1867,CXCL12,ENSG00000107562,P48061,uniprot_swissprot,0.01311085093193684,MONDO_0005180
1868,GHSR,ENSG00000121853,Q92847,uniprot_swissprot,0.01310735486853444,MONDO_0005180
1869,CRH,ENSG00000147571,P06850,uniprot_swissprot,0.013076857347653298,MONDO_0005180
1870,FABP3,ENSG00000121769,P05413,uniprot_swissprot,0.013027745506430351,MONDO_0005180
1871,PARPBP,ENSG00000185480,Q9NWS1,uniprot_swissprot,0.013012460765656958,MONDO_0005180
1872,NEUROG2,ENSG00000178403,Q9H2A3,uniprot_swissprot,0.012986625449337439,MONDO_0005180
1873,AIF1,ENSG00000204472,P55008,uniprot_swissprot,0.012981970316839246,MONDO_0005180
1874,SORT1,ENSG00000134243,Q99523,uniprot_swissprot,0.01298106918077381,MONDO_0005180
1875,ICAM1,ENSG00000090339,P05362,uniprot_swissprot,0.012970199678018119,MONDO_0005180
1876,PARL,ENSG00000175193,Q9H300,uniprot_swissprot,0.01296709840961369,MONDO_0005180
1877,AGER,ENSG00000204305,Q15109,uniprot_swissprot,0.012956737803042892,MONDO_0005180
1878,LMX1A,ENSG00000162761,Q8TE12,uniprot_swissprot,0.012956673965720424,MONDO_0005180
1879,PPARA,ENSG00000186951,Q07869,uniprot_swissprot,0.012951242703973291,MONDO_0005180
1880,ELAVL4,ENSG00000162374,P26378,uniprot_swissprot,0.012950372816656654,MONDO_0005180
1881,SRPK3,ENSG00000184343,Q9UPE1,uniprot_swissprot,0.01293529491396456,MONDO_0005180
1882,EEF1A1,ENSG00000156508,P68104,uniprot_swissprot,0.012925028806889989,MONDO_0005180
1883,UNC13A,ENSG00000130477,Q9UPW8,uniprot_swissprot,0.012914762699815412,MONDO_0005180
1884,PKM,ENSG00000067225,P14618,uniprot_swissprot,0.012910541025171479,MONDO_0005180
1885,TTR,ENSG00000118271,P02766,uniprot_swissprot,0.012883380182623373,MONDO_0005180
1886,SPP1,ENSG00000118785,P10451,uniprot_swissprot,0.01284953792589379,MONDO_0005180
1887,PRKCD,ENSG00000163932,Q05655,uniprot_swissprot,0.012841464859869275,MONDO_0005180
1888,GPER1,ENSG00000164850,Q99527,uniprot_swissprot,0.01282993011950339,MONDO_0005180
1889,CHCHD10,ENSG00000250479,Q8WYQ3,uniprot_swissprot,0.012829836402171352,MONDO_0005180
1890,SYVN1,ENSG00000162298,Q86TM6,uniprot_swissprot,0.012828938044671964,MONDO_0005180
1891,CASP1,ENSG00000137752,P29466,uniprot_swissprot,0.012804491540446994,MONDO_0005180
1892,CHGA,ENSG00000100604,P10645,uniprot_swissprot,0.012768047458976377,MONDO_0005180
1893,ABCB7,ENSG00000131269,O75027,uniprot_swissprot,0.012750504986622214,MONDO_0005180
1894,TRIM9,ENSG00000100505,Q9C026,uniprot_swissprot,0.01272997277247306,MONDO_0005180
1895,CHM,ENSG00000188419,P24386,uniprot_swissprot,0.012728534619984647,MONDO_0005180
1896,KEAP1,ENSG00000079999,Q14145,uniprot_swissprot,0.012721053231417409,MONDO_0005180
1897,TGFA,ENSG00000163235,P01135,uniprot_swissprot,0.012717242799700589,MONDO_0005180
1898,SIRT3,ENSG00000142082,Q9NTG7,uniprot_swissprot,0.01268689106068847,MONDO_0005180
1899,AKR1A1,ENSG00000117448,P14550,uniprot_swissprot,0.012666322908610698,MONDO_0005180
1900,HCAR2,ENSG00000182782,Q8TDS4,uniprot_swissprot,0.012649444823322082,MONDO_0005180
1901,MIDN,ENSG00000167470,Q504T8,uniprot_swissprot,0.012646086106930427,MONDO_0005180
1902,DDIT4,ENSG00000168209,Q9NX09,uniprot_swissprot,0.01263312710094721,MONDO_0005180
1903,NQO2,ENSG00000124588,P16083,uniprot_swissprot,0.012628748956717754,MONDO_0005180
1904,FOSB,ENSG00000125740,P53539,uniprot_swissprot,0.012606201383447728,MONDO_0005180
1905,LINGO2,ENSG00000174482,Q7L985,uniprot_swissprot,0.012591516155242467,MONDO_0005180
1906,ABCA7,ENSG00000064687,Q8IZY2,uniprot_swissprot,0.012579356410945689,MONDO_0005180
1907,TMBIM6,ENSG00000139644,P55061,uniprot_swissprot,0.01254518284513071,MONDO_0005180
1908,PTX3,ENSG00000163661,P26022,uniprot_swissprot,0.012522186765283662,MONDO_0005180
1909,RAB11A,ENSG00000103769,P62491,uniprot_swissprot,0.012509251470369695,MONDO_0005180
1910,WNK2,ENSG00000165238,Q9Y3S1,uniprot_swissprot,0.012463733839572047,MONDO_0005180
1911,CYP2B6,ENSG00000197408,P20813,uniprot_swissprot,0.012449516805494514,MONDO_0005180
1912,ITGAM,ENSG00000169896,P11215,uniprot_swissprot,0.012447202513952949,MONDO_0005180
1913,MMP2,ENSG00000087245,P08253,uniprot_swissprot,0.012442521774384962,MONDO_0005180
1914,TRH,ENSG00000170893,P20396,uniprot_swissprot,0.012391784502671506,MONDO_0005180
1915,GADD45B,ENSG00000099860,O75293,uniprot_swissprot,0.012356697119241514,MONDO_0005180
1916,IL4,ENSG00000113520,P05112,uniprot_swissprot,0.012345535690300547,MONDO_0005180
1917,PTN,ENSG00000105894,P21246,uniprot_swissprot,0.01232929712264006,MONDO_0005180
1918,P4HB,ENSG00000185624,P07237,uniprot_swissprot,0.012295829613576946,MONDO_0005180
1919,CDC42,ENSG00000070831,P60953,uniprot_swissprot,0.012293663221803622,MONDO_0005180
1920,GPX4,ENSG00000167468,P36969,uniprot_swissprot,0.012289008089305433,MONDO_0005180
1921,HERPUD1,ENSG00000051108,Q15011,uniprot_swissprot,0.012286066302568436,MONDO_0005180
1922,LCN2,ENSG00000148346,P80188,uniprot_swissprot,0.012244679674108468,MONDO_0005180
1923,SKP1,ENSG00000113558,P63208,uniprot_swissprot,0.012220145324406309,MONDO_0005180
1924,CAPN2,ENSG00000162909,P17655,uniprot_swissprot,0.012196135204595159,MONDO_0005180
1925,SLC1A5,ENSG00000105281,Q15758,uniprot_swissprot,0.012196135204595159,MONDO_0005180
1926,CACYBP,ENSG00000116161,Q9HB71,uniprot_swissprot,0.012196135204595159,MONDO_0005180
1927,PRR14,ENSG00000156858,Q9BWN1,uniprot_swissprot,0.012196135204595159,MONDO_0005180
1928,KCNA3,ENSG00000177272,P22001,uniprot_swissprot,0.012192005145561353,MONDO_0005180
1929,CD40LG,ENSG00000102245,P29965,uniprot_swissprot,0.012181544761805904,MONDO_0005180
1930,C19orf12,ENSG00000131943,Q9NSK7,uniprot_swissprot,0.012175602990446007,MONDO_0005180
1931,MAPK1,ENSG00000100030,P28482,uniprot_swissprot,0.012106887349802467,MONDO_0005180
1932,IL2,ENSG00000109471,P60568,uniprot_swissprot,0.012100082304671179,MONDO_0005180
1933,ZNF184,ENSG00000096654,Q99676,uniprot_swissprot,0.01208977833530256,MONDO_0005180
1934,LMOD1,ENSG00000163431,P29536,uniprot_swissprot,0.012072941919700259,MONDO_0005180
1935,EP300,ENSG00000100393,Q09472,uniprot_swissprot,0.012065345000465072,MONDO_0005180
1936,STEAP3,ENSG00000115107,Q658P3,uniprot_swissprot,0.012011345277252809,MONDO_0005180
1937,ESRRA,ENSG00000173153,P11474,uniprot_swissprot,0.012011345277252809,MONDO_0005180
1938,RIC3,ENSG00000166405,Q7Z5B4,uniprot_swissprot,0.011951185889795797,MONDO_0005180
1939,STING1,ENSG00000184584,Q86WV6,uniprot_swissprot,0.011949584257544239,MONDO_0005180
1940,LRP10,ENSG00000197324,Q7Z4F1,uniprot_swissprot,0.01192428868926041,MONDO_0005180
1941,MX1,ENSG00000157601,P20591,uniprot_swissprot,0.011908684206507057,MONDO_0005180
1942,CREB5,ENSG00000146592,Q02930,uniprot_swissprot,0.011888357314499397,MONDO_0005180
1943,BAG1,ENSG00000107262,Q99933,uniprot_swissprot,0.011867619778208757,MONDO_0005180
1944,FOXO1,ENSG00000150907,Q12778,uniprot_swissprot,0.011854889805436282,MONDO_0005180
1945,CYP1A1,ENSG00000140465,P04798,uniprot_swissprot,0.011854889805436282,MONDO_0005180
1946,LGALS1,ENSG00000100097,P09382,uniprot_swissprot,0.011854889805436282,MONDO_0005180
1947,BSN,ENSG00000164061,Q9UPA5,uniprot_swissprot,0.011826555349910457,MONDO_0005180
1948,CASK,ENSG00000147044,O14936,uniprot_swissprot,0.011826555349910457,MONDO_0005180
1949,CCKAR,ENSG00000163394,P32238,uniprot_swissprot,0.011826555349910457,MONDO_0005180
1950,F2RL1,ENSG00000164251,P55085,uniprot_swissprot,0.011826555349910457,MONDO_0005180
1951,USP8,ENSG00000138592,P40818,uniprot_swissprot,0.011813825377137984,MONDO_0005180
1952,MYC,ENSG00000136997,P01106,uniprot_swissprot,0.011809398380352559,MONDO_0005180
1953,UCN,ENSG00000163794,P55089,uniprot_swissprot,0.011808063786432864,MONDO_0005180
1954,EN2,ENSG00000164778,P19622,uniprot_swissprot,0.011740730694767009,MONDO_0005180
1955,RAB35,ENSG00000111737,Q15286,uniprot_swissprot,0.011731696520541382,MONDO_0005180
1956,GRM2,ENSG00000164082,Q14416,uniprot_swissprot,0.011717026496712404,MONDO_0005180
1957,HRH2,ENSG00000113749,P25021,uniprot_swissprot,0.01171362817209013,MONDO_0005180
1958,TRPM8,ENSG00000144481,Q7Z2W7,uniprot_swissprot,0.01171362817209013,MONDO_0005180
1959,PAH,ENSG00000171759,P00439,uniprot_swissprot,0.01171362817209013,MONDO_0005180
1960,MAP1LC3A,ENSG00000101460,Q9H492,uniprot_swissprot,0.01164236182891337,MONDO_0005180
1961,EFNA1,ENSG00000169242,P20827,uniprot_swissprot,0.011641765422568106,MONDO_0005180
1962,CCL5,ENSG00000271503,P13501,uniprot_swissprot,0.01163951471694027,MONDO_0005180
1963,ATG7,ENSG00000197548,O95352,uniprot_swissprot,0.011628509573698544,MONDO_0005180
1964,SLC25A46,ENSG00000164209,Q96AG3,uniprot_swissprot,0.011621233208418956,MONDO_0005180
1965,MCU,ENSG00000156026,Q8NE86,uniprot_swissprot,0.011621233208418956,MONDO_0005180
1966,NOTCH3,ENSG00000074181,Q9UM47,uniprot_swissprot,0.011621233208418956,MONDO_0005180
1967,PCDH8,ENSG00000136099,O95206,uniprot_swissprot,0.011606613916199542,MONDO_0005180
1968,AHR,ENSG00000106546,P35869,uniprot_swissprot,0.011587416894895895,MONDO_0005180
1969,RNF19A,ENSG00000034677,Q9NV58,uniprot_swissprot,0.011570996560509653,MONDO_0005180
1970,PHB1,ENSG00000167085,P35232,uniprot_swissprot,0.011560730453435076,MONDO_0005180
1971,GSTP1,ENSG00000084207,P09211,uniprot_swissprot,0.011548844582799844,MONDO_0005180
1972,IL17A,ENSG00000112115,Q16552,uniprot_swissprot,0.01151898392924864,MONDO_0005180
1973,TACR3,ENSG00000169836,P29371,uniprot_swissprot,0.011495576057826156,MONDO_0005180
1974,NCAM1,ENSG00000149294,P13591,uniprot_swissprot,0.01149505018172907,MONDO_0005180
1975,ABCG2,ENSG00000118777,Q9UNQ0,uniprot_swissprot,0.011492872334110737,MONDO_0005180
1976,BCL2L1,ENSG00000171552,Q07817,uniprot_swissprot,0.011468335489763901,MONDO_0005180
1977,GSTT1,ENSG00000277656,P30711,uniprot_swissprot,0.011468335489763901,MONDO_0005180
1978,TRDN,ENSG00000186439,Q13061,uniprot_swissprot,0.011456975495225754,MONDO_0005180
1979,TFE3,ENSG00000068323,P19532,uniprot_swissprot,0.011456975495225754,MONDO_0005180
1980,F2R,ENSG00000181104,P25116,uniprot_swissprot,0.011456975495225754,MONDO_0005180
1981,CCKBR,ENSG00000110148,P32239,uniprot_swissprot,0.011456975495225754,MONDO_0005180
1982,PPIG,ENSG00000138398,Q13427,uniprot_swissprot,0.011441124020644598,MONDO_0005180
1983,AMBP,ENSG00000106927,P02760,uniprot_swissprot,0.011436443281076606,MONDO_0005180
1984,SELENOT,ENSG00000198843,P62341,uniprot_swissprot,0.011396816107768746,MONDO_0005180
1985,CISD1,ENSG00000122873,Q9NZ45,uniprot_swissprot,0.01136724971939397,MONDO_0005180
1986,VCP,ENSG00000165280,P55072,uniprot_swissprot,0.011336673927593542,MONDO_0005180
1987,CDK5R1,ENSG00000176749,Q15078,uniprot_swissprot,0.011326185291095667,MONDO_0005180
1988,LAMP2,ENSG00000005893,P13473,uniprot_swissprot,0.011316021157961762,MONDO_0005180
1989,SLC17A7,ENSG00000104888,Q9P2U7,uniprot_swissprot,0.011295592292013436,MONDO_0005180
1990,CSMD1,ENSG00000183117,Q96PZ7,uniprot_swissprot,0.011284594986700282,MONDO_0005180
1991,TRIM3,ENSG00000110171,O75382,uniprot_swissprot,0.011272185567883406,MONDO_0005180
1992,ADIPOQ,ENSG00000181092,Q15848,uniprot_swissprot,0.011262728178631439,MONDO_0005180
1993,ATP10B,ENSG00000118322,O94823,uniprot_swissprot,0.01119785895266348,MONDO_0005180
1994,BMP7,ENSG00000101144,P18075,uniprot_swissprot,0.011176094805665386,MONDO_0005180
1995,DDIT3,ENSG00000175197,P35638,uniprot_swissprot,0.011151109970995741,MONDO_0005180
1996,HDAC2,ENSG00000196591,Q92769,uniprot_swissprot,0.011130500719510914,MONDO_0005180
1997,GPR4,ENSG00000177464,P46093,uniprot_swissprot,0.011128460068839356,MONDO_0005180
1998,TAC3,ENSG00000166863,Q9UHF0,uniprot_swissprot,0.01111573009606688,MONDO_0005180
1999,PCGF5,ENSG00000180628,Q86SE9,uniprot_swissprot,0.011087395640541052,MONDO_0005180
2000,ZNF543,ENSG00000178229,Q08ER8,uniprot_swissprot,0.011087395640541052,MONDO_0005180
2001,CHORDC1,ENSG00000110172,Q9UHD1,uniprot_swissprot,0.011087395640541052,MONDO_0005180
2002,TENM4,ENSG00000149256,Q6N022,uniprot_swissprot,0.011087395640541052,MONDO_0005180
2003,RPL6,ENSG00000089009,Q02878,uniprot_swissprot,0.011087395640541052,MONDO_0005180
2004,PDIA6,ENSG00000143870,Q15084,uniprot_swissprot,0.011087395640541052,MONDO_0005180
2005,RYBP,ENSG00000163602,Q8N488,uniprot_swissprot,0.011087395640541052,MONDO_0005180
2006,BANF1,ENSG00000175334,O75531,uniprot_swissprot,0.011087395640541052,MONDO_0005180
2007,WDR5,ENSG00000196363,P61964,uniprot_swissprot,0.011087395640541052,MONDO_0005180
2008,MMP16,ENSG00000156103,P51512,uniprot_swissprot,0.011087395640541052,MONDO_0005180
2009,TWNK,ENSG00000107815,Q96RR1,uniprot_swissprot,0.011066863426391904,MONDO_0005180
2010,PLD2,ENSG00000129219,O14939,uniprot_swissprot,0.011066863426391904,MONDO_0005180
2011,ERBB4,ENSG00000178568,Q15303,uniprot_swissprot,0.011056597319317327,MONDO_0005180
2012,RPS6KB1,ENSG00000108443,P23443,uniprot_swissprot,0.011056597319317327,MONDO_0005180
2013,AXIN1,ENSG00000103126,O15169,uniprot_swissprot,0.011033601239470277,MONDO_0005180
2014,CYBB,ENSG00000165168,P04839,uniprot_swissprot,0.01103125518595931,MONDO_0005180
2015,TET1,ENSG00000138336,Q8NFU7,uniprot_swissprot,0.01103093205163089,MONDO_0005180
2016,BAG5,ENSG00000166170,Q9UL15,uniprot_swissprot,0.011000964679822192,MONDO_0005180
2017,SYT11,ENSG00000132718,Q9BT88,uniprot_swissprot,0.010961976552969826,MONDO_0005180
2018,NOX4,ENSG00000086991,Q9NPH5,uniprot_swissprot,0.010933288802608325,MONDO_0005180
2019,P2RY6,ENSG00000171631,Q15077,uniprot_swissprot,0.010892339606124127,MONDO_0005180
2020,ATG10,ENSG00000152348,Q9H0Y0,uniprot_swissprot,0.010892339606124127,MONDO_0005180
2021,IAPP,ENSG00000121351,P10997,uniprot_swissprot,0.010884266823585377,MONDO_0005180
2022,UBQLN1,ENSG00000135018,Q9UMX0,uniprot_swissprot,0.010882073499049552,MONDO_0005180
2023,TRPC5,ENSG00000072315,Q9UL62,uniprot_swissprot,0.010882073499049552,MONDO_0005180
2024,ITGA7,ENSG00000135424,Q13683,uniprot_swissprot,0.01088207349904955,MONDO_0005180
2025,TAS2R38,ENSG00000257138,P59533,uniprot_swissprot,0.01088207349904955,MONDO_0005180
2026,UBB,ENSG00000170315,P0CG47,uniprot_swissprot,0.01087180739197498,MONDO_0005180
2027,FOXO3,ENSG00000118689,O43524,uniprot_swissprot,0.010861506749024372,MONDO_0005180
2028,NEFM,ENSG00000104722,P07197,uniprot_swissprot,0.010848811312127931,MONDO_0005180
2029,OPTN,ENSG00000123240,Q96CV9,uniprot_swissprot,0.01081361892853266,MONDO_0005180
2030,HDAC9,ENSG00000048052,Q9UKV0,uniprot_swissprot,0.010801757168044844,MONDO_0005180
2031,GIP,ENSG00000159224,P09681,uniprot_swissprot,0.010774141329381134,MONDO_0005180
2032,MAPK9,ENSG00000050748,P45984,uniprot_swissprot,0.010771815509068616,MONDO_0005180
2033,CD44,ENSG00000026508,P16070,uniprot_swissprot,0.010764924646585294,MONDO_0005180
2034,IL18,ENSG00000150782,Q14116,uniprot_swissprot,0.010764491188731035,MONDO_0005180
2035,APLN,ENSG00000171388,Q9ULZ1,uniprot_swissprot,0.010762358119816651,MONDO_0005180
2036,CX3CR1,ENSG00000168329,P49238,uniprot_swissprot,0.010747249194893567,MONDO_0005180
2037,DNMT1,ENSG00000130816,P26358,uniprot_swissprot,0.01073450158532992,MONDO_0005180
2038,LRSAM1,ENSG00000148356,Q6UWE0,uniprot_swissprot,0.010717815785856354,MONDO_0005180
2039,HOXA11,ENSG00000005073,P31270,uniprot_swissprot,0.010717815785856354,MONDO_0005180
2040,KDM6B,ENSG00000132510,O15054,uniprot_swissprot,0.010717815785856353,MONDO_0005180
2041,PEPD,ENSG00000124299,P12955,uniprot_swissprot,0.010717815785856353,MONDO_0005180
2042,PLA2G4A,ENSG00000116711,P47712,uniprot_swissprot,0.010717815785856353,MONDO_0005180
2043,TET2,ENSG00000168769,Q6N021,uniprot_swissprot,0.010712259517292724,MONDO_0005180
2044,PLD3,ENSG00000105223,Q8IV08,uniprot_swissprot,0.0106972835717072,MONDO_0005180
2045,MAPKAPK2,ENSG00000162889,P49137,uniprot_swissprot,0.0106972835717072,MONDO_0005180
2046,GLA,ENSG00000102393,P06280,uniprot_swissprot,0.010653126740543173,MONDO_0005180
2047,SHH,ENSG00000164690,Q15465,uniprot_swissprot,0.010631393062805982,MONDO_0005180
2048,IGKV2D-29,ENSG00000243264,A0A075B6S2,uniprot_swissprot,0.010631229955062195,MONDO_0005180
2049,BACE1,ENSG00000186318,P56817,uniprot_swissprot,0.010618917790413561,MONDO_0005180
2050,PRKG1,ENSG00000185532,Q13976,uniprot_swissprot,0.01060633552387553,MONDO_0005180
2051,HMOX2,ENSG00000103415,P30519,uniprot_swissprot,0.010606325863026466,MONDO_0005180
2052,DROSHA,ENSG00000113360,Q9NRR4,uniprot_swissprot,0.010604888608036026,MONDO_0005180
2053,AGTR2,ENSG00000180772,P50052,uniprot_swissprot,0.010573063676104843,MONDO_0005180
2054,NPS,ENSG00000214285,P0C0P6,uniprot_swissprot,0.010559601801129614,MONDO_0005180
2055,USP24,ENSG00000162402,Q9UPU5,uniprot_swissprot,0.010554035993702249,MONDO_0005180
2056,FTH1,ENSG00000167996,P02794,uniprot_swissprot,0.010537404900241434,MONDO_0005180
2057,SMPD3,ENSG00000103056,Q9NY59,uniprot_swissprot,0.010533025858514003,MONDO_0005180
2058,ADCYAP1R1,ENSG00000078549,P41586,uniprot_swissprot,0.010527892804976714,MONDO_0005180
2059,CRYAB,ENSG00000109846,P02511,uniprot_swissprot,0.010494390760037569,MONDO_0005180
2060,BCL2L11,ENSG00000153094,O43521,uniprot_swissprot,0.010478272123491882,MONDO_0005180
2061,SLC17A6,ENSG00000091664,Q9P2U8,uniprot_swissprot,0.010473030123512172,MONDO_0005180
2062,HOMER1,ENSG00000152413,Q86YM7,uniprot_swissprot,0.010467733417519704,MONDO_0005180
2063,CASP9,ENSG00000132906,P55211,uniprot_swissprot,0.010451705719740011,MONDO_0005180
2064,KDR,ENSG00000128052,P35968,uniprot_swissprot,0.01045110232405889,MONDO_0005180
2065,PLG,ENSG00000122194,P00747,uniprot_swissprot,0.010443463735137395,MONDO_0005180
2066,HSPD1,ENSG00000144381,P10809,uniprot_swissprot,0.010442068149833263,MONDO_0005180
2067,BNIP3,ENSG00000176171,Q12983,uniprot_swissprot,0.010439604284135366,MONDO_0005180
2068,LDHA,ENSG00000134333,P00338,uniprot_swissprot,0.010434026050439067,MONDO_0005180
2069,SOX2,ENSG00000181449,P48431,uniprot_swissprot,0.010425828844540401,MONDO_0005180
2070,CFH,ENSG00000000971,P08603,uniprot_swissprot,0.010380471507385816,MONDO_0005180
2071,GLO1,ENSG00000124767,Q04760,uniprot_swissprot,0.010348235931171651,MONDO_0005180
2072,IL16,ENSG00000172349,Q14005,uniprot_swissprot,0.010348235931171651,MONDO_0005180
2073,APLP2,ENSG00000084234,Q06481,uniprot_swissprot,0.010348235931171651,MONDO_0005180
2074,OSMR,ENSG00000145623,Q99650,uniprot_swissprot,0.010348235931171651,MONDO_0005180
2075,LRP8,ENSG00000157193,Q14114,uniprot_swissprot,0.010348235931171651,MONDO_0005180
2076,PCBP1,ENSG00000169564,Q15365,uniprot_swissprot,0.010348235931171651,MONDO_0005180
2077,EDN1,ENSG00000078401,P05305,uniprot_swissprot,0.010348235931171651,MONDO_0005180
2078,CLDN5,ENSG00000184113,O00501,uniprot_swissprot,0.010348235931171651,MONDO_0005180
2079,PHF8,ENSG00000172943,Q9UPP1,uniprot_swissprot,0.010348235931171651,MONDO_0005180
2080,NPTX2,ENSG00000106236,P47972,uniprot_swissprot,0.010338447745136174,MONDO_0005180
2081,HAPLN2,ENSG00000132702,Q9GZV7,uniprot_swissprot,0.0103277037170225,MONDO_0005180
